,topic,model,group,npmiscore
767,81,Topics learned by LightLDA,60.0,-0.07083
768,81,Topics learned by LightLDA,61.0,0.01265
769,81,Topics learned by LightLDA,62.0,-0.01436
770,81,Topics learned by LightLDA,63.0,0.02158
771,81,Topics learned by LightLDA,64.0,0.00212
772,81,Topics learned by LightLDA,65.0,-0.053
773,81,Topics learned by LightLDA,66.0,-0.0529
774,81,Topics learned by LightLDA,67.0,-0.00622
775,81,Topics learned by LightLDA,68.0,0.01213
776,81,Topics learned by LightLDA,69.0,-0.00475
777,81,Topics learned by LightLDA,70.0,0.00736
778,81,Topics learned by LightLDA,71.0,-0.02994
779,81,Topics learned by LightLDA,72.0,0.01287
780,81,Topics learned by LightLDA,73.0,0.01467
781,81,Topics learned by LightLDA,74.0,0.0193
782,81,Topics learned by LightLDA,75.0,0.03501
783,81,Topics learned by LightLDA,76.0,-0.04109
784,81,Topics learned by LightLDA,77.0,-0.0402
785,81,Topics learned by LightLDA,78.0,0.01844
786,81,Topics learned by LightLDA,79.0,-0.01391
787,81,Topics learned by LightLDA,80.0,-0.03205
788,81,Topics learned by LightLDA,81.0,0.0515
789,81,Topics learned by LightLDA,82.0,0.01486
790,81,Topics learned by LightLDA,83.0,-0.05819
791,81,Topics learned by LightLDA,84.0,-0.0043
792,81,Topics learned by LightLDA,85.0,-0.04579
793,81,Topics learned by LightLDA,86.0,-0.0203
794,81,Topics learned by LightLDA,87.0,-0.01781
795,81,Topics learned by LightLDA,88.0,-0.00575
796,81,Topics learned by LightLDA,89.0,0.00982
797,81,Topics learned by LightLDA,90.0,0.032
798,81,Topics learned by LightLDA,91.0,-0.02234
799,81,Topics learned by LightLDA,92.0,-0.01961
800,81,Topics learned by LightLDA,93.0,-0.06001
801,81,Topics learned by LightLDA,94.0,-0.03742
802,81,Topics learned by LightLDA,95.0,0.00275
803,81,Topics learned by LightLDA,96.0,-0.00285
804,81,Topics learned by LightLDA,97.0,-0.01121
805,81,Topics learned by LightLDA,98.0,-0.03293
806,81,Topics learned by LightLDA,99.0,-0.02107
807,81,Topics learned by LightLDA,100.0,-0.00015
808,38,Topics learned by LightLDA,0.0,0.13778
809,38,Topics learned by LightLDA,1.0,0.11981
810,38,Topics learned by LightLDA,2.0,0.18143
811,38,Topics learned by LightLDA,3.0,0.14749
812,38,Topics learned by LightLDA,4.0,0.17771
813,38,Topics learned by LightLDA,5.0,0.1235
814,38,Topics learned by LightLDA,6.0,0.13187
815,38,Topics learned by LightLDA,7.0,0.10051
816,38,Topics learned by LightLDA,8.0,0.04722
817,38,Topics learned by LightLDA,9.0,0.07954
818,38,Topics learned by LightLDA,10.0,0.09227
819,38,Topics learned by LightLDA,11.0,0.04197
820,38,Topics learned by LightLDA,12.0,0.08892
821,38,Topics learned by LightLDA,13.0,0.11152
822,38,Topics learned by LightLDA,14.0,0.10336
823,38,Topics learned by LightLDA,15.0,0.06471
824,38,Topics learned by LightLDA,16.0,0.03903
825,38,Topics learned by LightLDA,17.0,0.11003
826,38,Topics learned by LightLDA,18.0,0.13175
827,38,Topics learned by LightLDA,19.0,-0.01038
828,38,Topics learned by LightLDA,20.0,0.02574
829,38,Topics learned by LightLDA,21.0,0.11246
830,38,Topics learned by LightLDA,22.0,0.05073
831,38,Topics learned by LightLDA,23.0,0.12103
832,38,Topics learned by LightLDA,24.0,0.00905
833,38,Topics learned by LightLDA,25.0,0.00839
834,38,Topics learned by LightLDA,26.0,0.08729
835,38,Topics learned by LightLDA,27.0,-0.01683
836,38,Topics learned by LightLDA,28.0,0.03484
837,38,Topics learned by LightLDA,29.0,0.01398
838,38,Topics learned by LightLDA,30.0,0.10056
839,38,Topics learned by LightLDA,31.0,0.04523
840,38,Topics learned by LightLDA,32.0,0.06518
841,38,Topics learned by LightLDA,33.0,0.04388
842,38,Topics learned by LightLDA,34.0,-0.00096
843,38,Topics learned by LightLDA,35.0,0.04728
844,38,Topics learned by LightLDA,36.0,0.07573
845,38,Topics learned by LightLDA,37.0,0.0325
846,38,Topics learned by LightLDA,38.0,0.08049
847,38,Topics learned by LightLDA,39.0,0.06672
848,38,Topics learned by LightLDA,40.0,0.0694
849,38,Topics learned by LightLDA,41.0,0.0062
850,38,Topics learned by LightLDA,42.0,-0.04644
851,38,Topics learned by LightLDA,43.0,0.0825
852,38,Topics learned by LightLDA,44.0,0.00302
853,38,Topics learned by LightLDA,45.0,0.00941
854,38,Topics learned by LightLDA,46.0,0.04419
855,38,Topics learned by LightLDA,47.0,0.04192
856,38,Topics learned by LightLDA,48.0,0.01007
857,38,Topics learned by LightLDA,49.0,0.049
858,38,Topics learned by LightLDA,50.0,0.0445
859,38,Topics learned by LightLDA,51.0,0.00949
860,38,Topics learned by LightLDA,52.0,0.06481
861,38,Topics learned by LightLDA,53.0,0.03423
862,38,Topics learned by LightLDA,54.0,0.00194
863,38,Topics learned by LightLDA,55.0,0.05669
864,38,Topics learned by LightLDA,56.0,0.08569
865,38,Topics learned by LightLDA,57.0,0.03321
866,38,Topics learned by LightLDA,58.0,-0.02062
867,38,Topics learned by LightLDA,59.0,-0.00222
868,38,Topics learned by LightLDA,60.0,0.05027
869,38,Topics learned by LightLDA,61.0,0.07013
870,38,Topics learned by LightLDA,62.0,-0.03563
871,38,Topics learned by LightLDA,63.0,0.08246
872,38,Topics learned by LightLDA,64.0,0.05352
873,38,Topics learned by LightLDA,65.0,0.02095
874,38,Topics learned by LightLDA,66.0,0.06568
875,38,Topics learned by LightLDA,67.0,0.03473
876,38,Topics learned by LightLDA,68.0,0.07256
877,38,Topics learned by LightLDA,69.0,0.00702
878,38,Topics learned by LightLDA,70.0,0.07694
879,38,Topics learned by LightLDA,71.0,0.05912
880,38,Topics learned by LightLDA,72.0,0.05403
881,38,Topics learned by LightLDA,73.0,0.01069
882,38,Topics learned by LightLDA,74.0,-0.01673
883,38,Topics learned by LightLDA,75.0,0.01977
884,38,Topics learned by LightLDA,76.0,0.06304
885,38,Topics learned by LightLDA,77.0,0.03974
886,38,Topics learned by LightLDA,78.0,0.0429
887,38,Topics learned by LightLDA,79.0,0.04431
888,38,Topics learned by LightLDA,80.0,0.06533
889,38,Topics learned by LightLDA,81.0,0.01672
890,38,Topics learned by LightLDA,82.0,0.08526
891,38,Topics learned by LightLDA,83.0,0.03648
892,38,Topics learned by LightLDA,84.0,0.05143
893,38,Topics learned by LightLDA,85.0,-0.0024
894,38,Topics learned by LightLDA,86.0,-0.0172
895,38,Topics learned by LightLDA,87.0,0.01401
896,38,Topics learned by LightLDA,88.0,0.04011
897,38,Topics learned by LightLDA,89.0,0.05237
898,38,Topics learned by LightLDA,90.0,0.06126
899,38,Topics learned by LightLDA,91.0,0.03615
900,38,Topics learned by LightLDA,92.0,-0.00143
901,38,Topics learned by LightLDA,93.0,0.01983
902,38,Topics learned by LightLDA,94.0,0.05713
903,38,Topics learned by LightLDA,95.0,0.02386
904,38,Topics learned by LightLDA,96.0,0.05965
905,38,Topics learned by LightLDA,97.0,0.0545
906,38,Topics learned by LightLDA,98.0,0.01742
907,38,Topics learned by LightLDA,99.0,-0.01057
908,38,Topics learned by LightLDA,100.0,0.03081
909,29,Topics learned by LightLDA,0.0,0.18862
910,29,Topics learned by LightLDA,1.0,0.13796
911,29,Topics learned by LightLDA,2.0,0.1142
912,29,Topics learned by LightLDA,3.0,0.03929
913,29,Topics learned by LightLDA,4.0,0.1374
914,29,Topics learned by LightLDA,5.0,0.18656
915,29,Topics learned by LightLDA,6.0,0.0759
916,29,Topics learned by LightLDA,7.0,0.07024
917,29,Topics learned by LightLDA,8.0,0.06231
918,29,Topics learned by LightLDA,9.0,0.02814
919,29,Topics learned by LightLDA,10.0,0.02901
920,29,Topics learned by LightLDA,11.0,0.11374
921,29,Topics learned by LightLDA,12.0,0.07021
922,29,Topics learned by LightLDA,13.0,0.09752
923,29,Topics learned by LightLDA,14.0,0.068
924,29,Topics learned by LightLDA,15.0,0.02935
925,29,Topics learned by LightLDA,16.0,-0.02423
926,29,Topics learned by LightLDA,17.0,0.03899
927,29,Topics learned by LightLDA,18.0,0.02087
928,29,Topics learned by LightLDA,19.0,0.05212
929,29,Topics learned by LightLDA,20.0,0.00054
930,29,Topics learned by LightLDA,21.0,0.01518
931,29,Topics learned by LightLDA,22.0,0.0526
932,29,Topics learned by LightLDA,23.0,0.05942
933,29,Topics learned by LightLDA,24.0,0.08327
934,29,Topics learned by LightLDA,25.0,-0.01283
935,29,Topics learned by LightLDA,26.0,0.05713
936,29,Topics learned by LightLDA,27.0,0.00188
937,29,Topics learned by LightLDA,28.0,-0.00301
938,29,Topics learned by LightLDA,29.0,0.06447
939,29,Topics learned by LightLDA,30.0,0.02883
940,29,Topics learned by LightLDA,31.0,-0.01865
941,29,Topics learned by LightLDA,32.0,0.03291
942,29,Topics learned by LightLDA,33.0,0.01417
943,29,Topics learned by LightLDA,34.0,-0.00709
944,29,Topics learned by LightLDA,35.0,0.06598
945,29,Topics learned by LightLDA,36.0,-0.03304
946,29,Topics learned by LightLDA,37.0,0.03381
947,29,Topics learned by LightLDA,38.0,-0.00125
948,29,Topics learned by LightLDA,39.0,-0.00015
949,29,Topics learned by LightLDA,40.0,0.03722
950,29,Topics learned by LightLDA,41.0,0.0327
951,29,Topics learned by LightLDA,42.0,-0.03392
952,29,Topics learned by LightLDA,43.0,0.0318
953,29,Topics learned by LightLDA,44.0,0.02166
954,29,Topics learned by LightLDA,45.0,-0.01005
955,29,Topics learned by LightLDA,46.0,0.07323
956,29,Topics learned by LightLDA,47.0,-0.00301
957,29,Topics learned by LightLDA,48.0,-0.01244
